module0_frequency_gate_mean,module0_frequency_gate_std,module0_local_high_descriptor_mean,module0_local_low_descriptor_mean,module0_multi_scale_consistency_mean,module0_branch_weight_mean_d1,module0_branch_weight_mean_d2,module0_branch_weight_mean_d3,module0_small_dilation_weight,module0_large_dilation_weight,module0_alpha_value,module0_channel_gate_mean,module0_channel_gate_std,module1_frequency_gate_mean,module1_frequency_gate_std,module1_local_high_descriptor_mean,module1_local_low_descriptor_mean,module1_multi_scale_consistency_mean,module1_alpha_value,module1_channel_gate_mean,module1_channel_gate_std
1.002845287322998,0.015330445021390915,0.15151551365852356,0.3827509880065918,0.17922475934028625,0.8581509590148926,0.12493474036455154,0.016914289444684982,0.8581509590148926,0.14184902608394623,0.5263886451721191,0.4989030361175537,0.3333151638507843,1.0105546712875366,0.019505295902490616,0.12907379865646362,0.3941979706287384,0.16246990859508514,0.2854355573654175,0.5711162686347961,0.2774771451950073
