method=FCN, seed=123, smoke=False
epoch=0, train_loss=0.785347, val_miou=0.390836, val_dice=0.469184, infer_ms=1.293
epoch=1, train_loss=0.659063, val_miou=0.476343, val_dice=0.615237, infer_ms=1.297
epoch=2, train_loss=0.621532, val_miou=0.425013, val_dice=0.588058, infer_ms=1.260
epoch=3, train_loss=0.620432, val_miou=0.495933, val_dice=0.651229, infer_ms=1.285
epoch=4, train_loss=0.601482, val_miou=0.493755, val_dice=0.620926, infer_ms=1.267
epoch=5, train_loss=0.593633, val_miou=0.478126, val_dice=0.605546, infer_ms=1.299
epoch=6, train_loss=0.581876, val_miou=0.457791, val_dice=0.525286, infer_ms=1.257
epoch=7, train_loss=0.573849, val_miou=0.542730, val_dice=0.643048, infer_ms=1.275
epoch=8, train_loss=0.558398, val_miou=0.502601, val_dice=0.590527, infer_ms=1.294
epoch=9, train_loss=0.550837, val_miou=0.561579, val_dice=0.656058, infer_ms=1.312
epoch=10, train_loss=0.534518, val_miou=0.565813, val_dice=0.663113, infer_ms=1.247
epoch=11, train_loss=0.533641, val_miou=0.541745, val_dice=0.618646, infer_ms=1.281
epoch=12, train_loss=0.527893, val_miou=0.542183, val_dice=0.628826, infer_ms=1.265
epoch=13, train_loss=0.518593, val_miou=0.538335, val_dice=0.608659, infer_ms=1.285
epoch=14, train_loss=0.506681, val_miou=0.598441, val_dice=0.694472, infer_ms=1.280
epoch=15, train_loss=0.515520, val_miou=0.595033, val_dice=0.703177, infer_ms=1.264
epoch=16, train_loss=0.504387, val_miou=0.554492, val_dice=0.626307, infer_ms=1.295
epoch=17, train_loss=0.492613, val_miou=0.562550, val_dice=0.643146, infer_ms=1.238
epoch=18, train_loss=0.501531, val_miou=0.631822, val_dice=0.750159, infer_ms=1.304
epoch=19, train_loss=0.488877, val_miou=0.615351, val_dice=0.731132, infer_ms=1.279
epoch=20, train_loss=0.487489, val_miou=0.542918, val_dice=0.628314, infer_ms=1.280
epoch=21, train_loss=0.478032, val_miou=0.604660, val_dice=0.702747, infer_ms=1.241
epoch=22, train_loss=0.477115, val_miou=0.642740, val_dice=0.748136, infer_ms=1.241
epoch=23, train_loss=0.472677, val_miou=0.631037, val_dice=0.736354, infer_ms=1.290
epoch=24, train_loss=0.466939, val_miou=0.639716, val_dice=0.746958, infer_ms=1.289
epoch=25, train_loss=0.469590, val_miou=0.599172, val_dice=0.687245, infer_ms=1.285
epoch=26, train_loss=0.457990, val_miou=0.628466, val_dice=0.737741, infer_ms=1.286
epoch=27, train_loss=0.463715, val_miou=0.640070, val_dice=0.741408, infer_ms=1.291
epoch=28, train_loss=0.451883, val_miou=0.610112, val_dice=0.706842, infer_ms=1.287
epoch=29, train_loss=0.455190, val_miou=0.624835, val_dice=0.729515, infer_ms=1.265
epoch=30, train_loss=0.453365, val_miou=0.623299, val_dice=0.737732, infer_ms=1.259
epoch=31, train_loss=0.447644, val_miou=0.625848, val_dice=0.730880, infer_ms=1.286
epoch=32, train_loss=0.452142, val_miou=0.635690, val_dice=0.739521, infer_ms=1.269
epoch=33, train_loss=0.445291, val_miou=0.649979, val_dice=0.774303, infer_ms=1.274
epoch=34, train_loss=0.443799, val_miou=0.632121, val_dice=0.737123, infer_ms=1.293
epoch=35, train_loss=0.444054, val_miou=0.624634, val_dice=0.734189, infer_ms=1.288
epoch=36, train_loss=0.440085, val_miou=0.650493, val_dice=0.762778, infer_ms=1.274
epoch=37, train_loss=0.433560, val_miou=0.638075, val_dice=0.745786, infer_ms=1.301
epoch=38, train_loss=0.436025, val_miou=0.648468, val_dice=0.752439, infer_ms=1.269
epoch=39, train_loss=0.434446, val_miou=0.638408, val_dice=0.747554, infer_ms=1.287
epoch=40, train_loss=0.430918, val_miou=0.620967, val_dice=0.722955, infer_ms=1.308
epoch=41, train_loss=0.431744, val_miou=0.654395, val_dice=0.764870, infer_ms=1.297
epoch=42, train_loss=0.429853, val_miou=0.642033, val_dice=0.751011, infer_ms=1.298
epoch=43, train_loss=0.427227, val_miou=0.645100, val_dice=0.753435, infer_ms=1.315
epoch=44, train_loss=0.425930, val_miou=0.642922, val_dice=0.755868, infer_ms=1.302
epoch=45, train_loss=0.424205, val_miou=0.639601, val_dice=0.741494, infer_ms=1.314
epoch=46, train_loss=0.425831, val_miou=0.634577, val_dice=0.738117, infer_ms=1.296
epoch=47, train_loss=0.426024, val_miou=0.641958, val_dice=0.747408, infer_ms=1.249
epoch=48, train_loss=0.423781, val_miou=0.656558, val_dice=0.764898, infer_ms=1.277
epoch=49, train_loss=0.423563, val_miou=0.650228, val_dice=0.756540, infer_ms=1.252
