high_frequency_weight_mean,high_frequency_weight_std,low_frequency_weight_mean,low_frequency_weight_std,branch_weight_mean_d1,branch_weight_mean_d2,branch_weight_mean_d3,branch_weight_mean_d4,small_dilation_weight,large_dilation_weight,adaptive_kernel_low_gate_mean,adaptive_kernel_high_gate_mean,mask_mean_if_deform_conv_used,alpha_value,gate_mean,gate_std
1.0007089376449585,0.003917241934686899,1.0089879035949707,0.0,0.4749460816383362,0.1745104193687439,0.17466820776462555,0.1758752316236496,0.6494565010070801,0.35054343938827515,1.4611823558807373,1.4639047384262085,nan,0.1721528321504593,0.5009881258010864,0.035654451698064804
