high_frequency_weight_mean,high_frequency_weight_std,low_frequency_weight_mean,low_frequency_weight_std,branch_weight_mean_d1,branch_weight_mean_d2,branch_weight_mean_d3,branch_weight_mean_d4,small_dilation_weight,large_dilation_weight,adaptive_kernel_low_gate_mean,adaptive_kernel_high_gate_mean,mask_mean_if_deform_conv_used,alpha_value,gate_mean,gate_std
0.991708517074585,0.0004963482497259974,1.0102115869522095,0.0,0.47646498680114746,0.17374947667121887,0.17418619990348816,0.1755993366241455,0.650214433670044,0.34978553652763367,1.4617455005645752,1.4616515636444092,nan,0.16289463639259338,0.505470871925354,0.036432038992643356
