method=FCN + Residual-only, variant=residual_only, seed=2027
protocol=256x256, batch=8, epochs=50, Adam, lr=0.0001, cosine_min_lr=1e-06
epoch=0, train_loss=0.442813, val_miou=0.658074, val_dice=0.646568
epoch=1, train_loss=0.405539, val_miou=0.741275, val_dice=0.761653
epoch=2, train_loss=0.362966, val_miou=0.746084, val_dice=0.767676
epoch=3, train_loss=0.338600, val_miou=0.735206, val_dice=0.752722
epoch=4, train_loss=0.314400, val_miou=0.768486, val_dice=0.799842
epoch=5, train_loss=0.301366, val_miou=0.769808, val_dice=0.794763
epoch=6, train_loss=0.289975, val_miou=0.764475, val_dice=0.791349
epoch=7, train_loss=0.269191, val_miou=0.763752, val_dice=0.791793
epoch=8, train_loss=0.274051, val_miou=0.721270, val_dice=0.763096
epoch=9, train_loss=0.255547, val_miou=0.762219, val_dice=0.784163
epoch=10, train_loss=0.263592, val_miou=0.739637, val_dice=0.773954
epoch=11, train_loss=0.252929, val_miou=0.707667, val_dice=0.752350
epoch=12, train_loss=0.239740, val_miou=0.773453, val_dice=0.803219
epoch=13, train_loss=0.236497, val_miou=0.787466, val_dice=0.815342
epoch=14, train_loss=0.236146, val_miou=0.762905, val_dice=0.795282
epoch=15, train_loss=0.219921, val_miou=0.736593, val_dice=0.778567
epoch=16, train_loss=0.215742, val_miou=0.755663, val_dice=0.795118
epoch=17, train_loss=0.222539, val_miou=0.784457, val_dice=0.808275
epoch=18, train_loss=0.212677, val_miou=0.764453, val_dice=0.804403
epoch=19, train_loss=0.199935, val_miou=0.723374, val_dice=0.764744
epoch=20, train_loss=0.204081, val_miou=0.748946, val_dice=0.790607
epoch=21, train_loss=0.213579, val_miou=0.774802, val_dice=0.806729
epoch=22, train_loss=0.191449, val_miou=0.802943, val_dice=0.831417
epoch=23, train_loss=0.192338, val_miou=0.780519, val_dice=0.816015
epoch=24, train_loss=0.219588, val_miou=0.775557, val_dice=0.810356
epoch=25, train_loss=0.188221, val_miou=0.784177, val_dice=0.816348
epoch=26, train_loss=0.190307, val_miou=0.766346, val_dice=0.797153
epoch=27, train_loss=0.186406, val_miou=0.773092, val_dice=0.808204
epoch=28, train_loss=0.180659, val_miou=0.750124, val_dice=0.791183
epoch=29, train_loss=0.183687, val_miou=0.808480, val_dice=0.839656
epoch=30, train_loss=0.182065, val_miou=0.812294, val_dice=0.843413
epoch=31, train_loss=0.176873, val_miou=0.798042, val_dice=0.830876
epoch=32, train_loss=0.170734, val_miou=0.778791, val_dice=0.816122
epoch=33, train_loss=0.169680, val_miou=0.812206, val_dice=0.840945
epoch=34, train_loss=0.169577, val_miou=0.807405, val_dice=0.836493
epoch=35, train_loss=0.164946, val_miou=0.810643, val_dice=0.839998
epoch=36, train_loss=0.166207, val_miou=0.807961, val_dice=0.838007
epoch=37, train_loss=0.163428, val_miou=0.801816, val_dice=0.834483
epoch=38, train_loss=0.164427, val_miou=0.798934, val_dice=0.832540
epoch=39, train_loss=0.162417, val_miou=0.813210, val_dice=0.843190
epoch=40, train_loss=0.160615, val_miou=0.813297, val_dice=0.842567
epoch=41, train_loss=0.158404, val_miou=0.811012, val_dice=0.840640
epoch=42, train_loss=0.159395, val_miou=0.809188, val_dice=0.838983
epoch=43, train_loss=0.153957, val_miou=0.807943, val_dice=0.838170
epoch=44, train_loss=0.161110, val_miou=0.811849, val_dice=0.841801
epoch=45, train_loss=0.154476, val_miou=0.801903, val_dice=0.835400
epoch=46, train_loss=0.155691, val_miou=0.806975, val_dice=0.838465
epoch=47, train_loss=0.156490, val_miou=0.810903, val_dice=0.841239
epoch=48, train_loss=0.154254, val_miou=0.810407, val_dice=0.841349
epoch=49, train_loss=0.156322, val_miou=0.809061, val_dice=0.840293
selected_best_epoch=40, val_miou=0.813297, val_dice=0.842567, test_miou=0.814864, test_dice=0.829978
