method=FCN + V2d-noBoundary-noLocalVar, variant=no_boundary_no_local_var, seed=2027
protocol=256x256, batch=8, epochs=50, Adam, lr=0.0001, cosine_min_lr=1e-06
epoch=0, train_loss=0.403553, val_miou=0.751822, val_dice=0.781892
epoch=1, train_loss=0.369738, val_miou=0.760551, val_dice=0.791499
epoch=2, train_loss=0.336607, val_miou=0.749036, val_dice=0.777084
epoch=3, train_loss=0.322971, val_miou=0.764192, val_dice=0.789280
epoch=4, train_loss=0.302459, val_miou=0.770151, val_dice=0.798456
epoch=5, train_loss=0.284150, val_miou=0.724800, val_dice=0.766140
epoch=6, train_loss=0.265846, val_miou=0.748627, val_dice=0.766915
epoch=7, train_loss=0.259806, val_miou=0.743533, val_dice=0.774950
epoch=8, train_loss=0.254952, val_miou=0.741167, val_dice=0.779899
epoch=9, train_loss=0.238309, val_miou=0.760877, val_dice=0.781267
epoch=10, train_loss=0.253724, val_miou=0.740749, val_dice=0.778247
epoch=11, train_loss=0.230210, val_miou=0.786758, val_dice=0.817103
epoch=12, train_loss=0.226243, val_miou=0.773944, val_dice=0.800911
epoch=13, train_loss=0.215036, val_miou=0.791034, val_dice=0.817389
epoch=14, train_loss=0.218169, val_miou=0.793391, val_dice=0.822902
epoch=15, train_loss=0.197896, val_miou=0.772411, val_dice=0.806210
epoch=16, train_loss=0.207356, val_miou=0.786599, val_dice=0.819269
epoch=17, train_loss=0.208826, val_miou=0.792297, val_dice=0.819633
epoch=18, train_loss=0.210510, val_miou=0.743030, val_dice=0.785721
epoch=19, train_loss=0.189934, val_miou=0.787880, val_dice=0.820767
epoch=20, train_loss=0.194736, val_miou=0.785200, val_dice=0.816802
epoch=21, train_loss=0.207347, val_miou=0.788879, val_dice=0.820266
epoch=22, train_loss=0.184111, val_miou=0.811074, val_dice=0.842629
epoch=23, train_loss=0.182267, val_miou=0.790918, val_dice=0.823871
epoch=24, train_loss=0.189894, val_miou=0.802329, val_dice=0.833523
epoch=25, train_loss=0.173859, val_miou=0.792734, val_dice=0.824827
epoch=26, train_loss=0.179076, val_miou=0.775349, val_dice=0.807702
epoch=27, train_loss=0.175964, val_miou=0.745703, val_dice=0.787479
epoch=28, train_loss=0.170978, val_miou=0.748756, val_dice=0.789553
epoch=29, train_loss=0.171627, val_miou=0.812597, val_dice=0.841727
epoch=30, train_loss=0.168405, val_miou=0.807495, val_dice=0.837487
epoch=31, train_loss=0.165821, val_miou=0.786728, val_dice=0.821807
epoch=32, train_loss=0.162302, val_miou=0.791345, val_dice=0.826660
epoch=33, train_loss=0.160552, val_miou=0.809566, val_dice=0.840328
epoch=34, train_loss=0.166559, val_miou=0.791674, val_dice=0.822247
epoch=35, train_loss=0.157443, val_miou=0.810466, val_dice=0.840442
epoch=36, train_loss=0.156868, val_miou=0.811918, val_dice=0.841872
epoch=37, train_loss=0.157644, val_miou=0.808197, val_dice=0.839151
epoch=38, train_loss=0.156585, val_miou=0.799084, val_dice=0.830966
epoch=39, train_loss=0.156744, val_miou=0.819315, val_dice=0.848956
epoch=40, train_loss=0.155613, val_miou=0.818616, val_dice=0.847336
epoch=41, train_loss=0.149767, val_miou=0.809793, val_dice=0.839542
epoch=42, train_loss=0.150845, val_miou=0.808282, val_dice=0.838967
epoch=43, train_loss=0.148582, val_miou=0.809185, val_dice=0.839914
epoch=44, train_loss=0.155217, val_miou=0.811316, val_dice=0.841837
epoch=45, train_loss=0.149418, val_miou=0.815706, val_dice=0.847030
epoch=46, train_loss=0.149382, val_miou=0.811935, val_dice=0.843186
epoch=47, train_loss=0.152241, val_miou=0.815777, val_dice=0.846178
epoch=48, train_loss=0.149646, val_miou=0.807119, val_dice=0.838870
epoch=49, train_loss=0.148536, val_miou=0.804785, val_dice=0.837151
selected_best_epoch=39, val_miou=0.819315, val_dice=0.848956, test_miou=0.824693, test_dice=0.840543
