method=FCN + Residual-only, variant=residual_only, seed=2029
protocol=256x256, batch=8, epochs=50, Adam, lr=0.0001, cosine_min_lr=1e-06
epoch=0, train_loss=0.447926, val_miou=0.690512, val_dice=0.705164
epoch=1, train_loss=0.388088, val_miou=0.736710, val_dice=0.757277
epoch=2, train_loss=0.359443, val_miou=0.651103, val_dice=0.634584
epoch=3, train_loss=0.335960, val_miou=0.639142, val_dice=0.615870
epoch=4, train_loss=0.309145, val_miou=0.733026, val_dice=0.768357
epoch=5, train_loss=0.290212, val_miou=0.678407, val_dice=0.732670
epoch=6, train_loss=0.303936, val_miou=0.723264, val_dice=0.744426
epoch=7, train_loss=0.279643, val_miou=0.751344, val_dice=0.787787
epoch=8, train_loss=0.274258, val_miou=0.763655, val_dice=0.788649
epoch=9, train_loss=0.268588, val_miou=0.748339, val_dice=0.779660
epoch=10, train_loss=0.246475, val_miou=0.730276, val_dice=0.746473
epoch=11, train_loss=0.244051, val_miou=0.717724, val_dice=0.759634
epoch=12, train_loss=0.232207, val_miou=0.673110, val_dice=0.720784
epoch=13, train_loss=0.228713, val_miou=0.763483, val_dice=0.800243
epoch=14, train_loss=0.225755, val_miou=0.672412, val_dice=0.719741
epoch=15, train_loss=0.227665, val_miou=0.789297, val_dice=0.818832
epoch=16, train_loss=0.204788, val_miou=0.739570, val_dice=0.779697
epoch=17, train_loss=0.227816, val_miou=0.794568, val_dice=0.826671
epoch=18, train_loss=0.210951, val_miou=0.705600, val_dice=0.718931
epoch=19, train_loss=0.214528, val_miou=0.780070, val_dice=0.807789
epoch=20, train_loss=0.208219, val_miou=0.788362, val_dice=0.821715
epoch=21, train_loss=0.195936, val_miou=0.779834, val_dice=0.804925
epoch=22, train_loss=0.197335, val_miou=0.779740, val_dice=0.812877
epoch=23, train_loss=0.187127, val_miou=0.792919, val_dice=0.821952
epoch=24, train_loss=0.180083, val_miou=0.771445, val_dice=0.807633
epoch=25, train_loss=0.187402, val_miou=0.795456, val_dice=0.823545
epoch=26, train_loss=0.190438, val_miou=0.779023, val_dice=0.812308
epoch=27, train_loss=0.176878, val_miou=0.791560, val_dice=0.822932
epoch=28, train_loss=0.179206, val_miou=0.791784, val_dice=0.819168
epoch=29, train_loss=0.179825, val_miou=0.788850, val_dice=0.818406
epoch=30, train_loss=0.174968, val_miou=0.802828, val_dice=0.831827
epoch=31, train_loss=0.178402, val_miou=0.782591, val_dice=0.813675
epoch=32, train_loss=0.174191, val_miou=0.807090, val_dice=0.838045
epoch=33, train_loss=0.169131, val_miou=0.797538, val_dice=0.828089
epoch=34, train_loss=0.171156, val_miou=0.794271, val_dice=0.826884
epoch=35, train_loss=0.167965, val_miou=0.786175, val_dice=0.820492
epoch=36, train_loss=0.164662, val_miou=0.779549, val_dice=0.816552
epoch=37, train_loss=0.159861, val_miou=0.805945, val_dice=0.835874
epoch=38, train_loss=0.161504, val_miou=0.812137, val_dice=0.839963
epoch=39, train_loss=0.159380, val_miou=0.814069, val_dice=0.842595
epoch=40, train_loss=0.157076, val_miou=0.812682, val_dice=0.840982
epoch=41, train_loss=0.153741, val_miou=0.808973, val_dice=0.840226
epoch=42, train_loss=0.152906, val_miou=0.802113, val_dice=0.833945
epoch=43, train_loss=0.155241, val_miou=0.805936, val_dice=0.837686
epoch=44, train_loss=0.153928, val_miou=0.805880, val_dice=0.837263
epoch=45, train_loss=0.153856, val_miou=0.807969, val_dice=0.838279
epoch=46, train_loss=0.152611, val_miou=0.812279, val_dice=0.840730
epoch=47, train_loss=0.148969, val_miou=0.811037, val_dice=0.840922
epoch=48, train_loss=0.151657, val_miou=0.810035, val_dice=0.840357
epoch=49, train_loss=0.148668, val_miou=0.810477, val_dice=0.840287
selected_best_epoch=39, val_miou=0.814069, val_dice=0.842595, test_miou=0.816129, test_dice=0.830410
