architecture=fcn, variant=v3_fcrg_a, seed=123
epoch=0, train_loss=0.506977, val_miou=0.740466, val_dice=0.839324, infer_ms=1.087
epoch=1, train_loss=0.411603, val_miou=0.618417, val_dice=0.705726, infer_ms=1.076
epoch=2, train_loss=0.388637, val_miou=0.648659, val_dice=0.742195, infer_ms=1.055
epoch=3, train_loss=0.378502, val_miou=0.610641, val_dice=0.704140, infer_ms=1.065
epoch=4, train_loss=0.364418, val_miou=0.718588, val_dice=0.810597, infer_ms=1.091
epoch=5, train_loss=0.345748, val_miou=0.746585, val_dice=0.836387, infer_ms=1.108
epoch=6, train_loss=0.357874, val_miou=0.714311, val_dice=0.814657, infer_ms=1.067
epoch=7, train_loss=0.336226, val_miou=0.704528, val_dice=0.795968, infer_ms=1.119
epoch=8, train_loss=0.316272, val_miou=0.774165, val_dice=0.861148, infer_ms=1.117
epoch=9, train_loss=0.318772, val_miou=0.746490, val_dice=0.834833, infer_ms=1.197
epoch=10, train_loss=0.296120, val_miou=0.728438, val_dice=0.818254, infer_ms=1.100
epoch=11, train_loss=0.315492, val_miou=0.757240, val_dice=0.841701, infer_ms=1.139
epoch=12, train_loss=0.283207, val_miou=0.722004, val_dice=0.813716, infer_ms=1.066
epoch=13, train_loss=0.288638, val_miou=0.755772, val_dice=0.840759, infer_ms=1.148
epoch=14, train_loss=0.272769, val_miou=0.772464, val_dice=0.852407, infer_ms=1.110
epoch=15, train_loss=0.284985, val_miou=0.764687, val_dice=0.841550, infer_ms=1.135
epoch=16, train_loss=0.266793, val_miou=0.777861, val_dice=0.859811, infer_ms=1.099
epoch=17, train_loss=0.263510, val_miou=0.793567, val_dice=0.870660, infer_ms=1.111
epoch=18, train_loss=0.265454, val_miou=0.783154, val_dice=0.859735, infer_ms=1.091
epoch=19, train_loss=0.259267, val_miou=0.800446, val_dice=0.880706, infer_ms=1.055
epoch=20, train_loss=0.253958, val_miou=0.771417, val_dice=0.852410, infer_ms=1.089
epoch=21, train_loss=0.241105, val_miou=0.797780, val_dice=0.873859, infer_ms=1.125
epoch=22, train_loss=0.245120, val_miou=0.746267, val_dice=0.832815, infer_ms=1.902
epoch=23, train_loss=0.241819, val_miou=0.776403, val_dice=0.856501, infer_ms=1.115
epoch=24, train_loss=0.228920, val_miou=0.809965, val_dice=0.884274, infer_ms=1.203
epoch=25, train_loss=0.225915, val_miou=0.783457, val_dice=0.861153, infer_ms=1.110
epoch=26, train_loss=0.221234, val_miou=0.784857, val_dice=0.862422, infer_ms=1.119
epoch=27, train_loss=0.219875, val_miou=0.817949, val_dice=0.891982, infer_ms=1.063
epoch=28, train_loss=0.210261, val_miou=0.800700, val_dice=0.875345, infer_ms=1.080
epoch=29, train_loss=0.210758, val_miou=0.823342, val_dice=0.893370, infer_ms=1.076
epoch=30, train_loss=0.206906, val_miou=0.798899, val_dice=0.875187, infer_ms=1.135
epoch=31, train_loss=0.202481, val_miou=0.831044, val_dice=0.898972, infer_ms=1.079
epoch=32, train_loss=0.211307, val_miou=0.818004, val_dice=0.890448, infer_ms=1.139
epoch=33, train_loss=0.200756, val_miou=0.830031, val_dice=0.897962, infer_ms=1.136
epoch=34, train_loss=0.198379, val_miou=0.786777, val_dice=0.865390, infer_ms=1.081
epoch=35, train_loss=0.199809, val_miou=0.828500, val_dice=0.895264, infer_ms=1.128
epoch=36, train_loss=0.189145, val_miou=0.820885, val_dice=0.890830, infer_ms=1.122
epoch=37, train_loss=0.185333, val_miou=0.829581, val_dice=0.897235, infer_ms=1.118
epoch=38, train_loss=0.187639, val_miou=0.832672, val_dice=0.899658, infer_ms=1.133
epoch=39, train_loss=0.183752, val_miou=0.826444, val_dice=0.894127, infer_ms=1.068
epoch=40, train_loss=0.186160, val_miou=0.827572, val_dice=0.895207, infer_ms=1.096
epoch=41, train_loss=0.182183, val_miou=0.833564, val_dice=0.899422, infer_ms=1.058
epoch=42, train_loss=0.182678, val_miou=0.830118, val_dice=0.895798, infer_ms=1.087
epoch=43, train_loss=0.176503, val_miou=0.839305, val_dice=0.903307, infer_ms=1.156
epoch=44, train_loss=0.178240, val_miou=0.835890, val_dice=0.900378, infer_ms=1.068
epoch=45, train_loss=0.177008, val_miou=0.833568, val_dice=0.898802, infer_ms=1.047
epoch=46, train_loss=0.174678, val_miou=0.833936, val_dice=0.899148, infer_ms=1.102
epoch=47, train_loss=0.174755, val_miou=0.833994, val_dice=0.899412, infer_ms=1.080
epoch=48, train_loss=0.174061, val_miou=0.833780, val_dice=0.899675, infer_ms=1.102
epoch=49, train_loss=0.174933, val_miou=0.833946, val_dice=0.899330, infer_ms=1.046
