module0_frequency_gate_mean,module0_frequency_gate_std,module0_local_high_descriptor_mean,module0_local_low_descriptor_mean,module0_multi_scale_consistency_mean,module0_branch_weight_mean_d1,module0_branch_weight_mean_d2,module0_branch_weight_mean_d3,module0_small_dilation_weight,module0_large_dilation_weight,module0_alpha_value,module0_channel_gate_mean,module0_channel_gate_std
1.003547191619873,0.015352866612374783,0.15104785561561584,0.3785165548324585,0.1835249960422516,0.8568028211593628,0.1261201798915863,0.017076971009373665,0.8568028211593628,0.14319714903831482,0.5265505909919739,0.526874840259552,0.34692633152008057
