module0_frequency_gate_mean,module0_frequency_gate_std,module0_local_high_descriptor_mean,module0_local_low_descriptor_mean,module0_multi_scale_consistency_mean,module0_branch_weight_mean_d1,module0_branch_weight_mean_d2,module0_branch_weight_mean_d3,module0_small_dilation_weight,module0_large_dilation_weight,module0_alpha_value,module0_channel_gate_mean,module0_channel_gate_std,module1_frequency_gate_mean,module1_frequency_gate_std,module1_local_high_descriptor_mean,module1_local_low_descriptor_mean,module1_multi_scale_consistency_mean,module1_branch_weight_mean_d1,module1_branch_weight_mean_d2,module1_branch_weight_mean_d3,module1_small_dilation_weight,module1_large_dilation_weight,module1_alpha_value,module1_channel_gate_mean,module1_channel_gate_std
0.9947865009307861,0.014842746779322624,0.35687118768692017,0.5167404413223267,0.25359946489334106,0.8637341260910034,0.12012837827205658,0.01613748073577881,0.8637341260910034,0.1362658590078354,0.48986324667930603,0.36526399850845337,0.2974891662597656,0.9999740719795227,0.005977132823318243,0.31677114963531494,-0.14871293306350708,0.22480317950248718,0.8668133020401001,0.11731043457984924,0.01587624102830887,0.8668133020401001,0.13318666815757751,0.4927526116371155,0.4957515597343445,0.17855088412761688
