module0_boundary_gate_mean,module0_boundary_gate_std,module0_speckle_gate_mean,module0_speckle_gate_std,module0_suppression_ratio,module0_combined_gate_mean,module0_combined_gate_std,module0_local_high_descriptor_mean,module0_local_variance_proxy_mean,module0_multi_scale_consistency_mean,module0_alpha_value,module0_beta_value,module0_channel_gate_mean,module0_channel_gate_std,placement_alpha_value,placement,block_type
1.009007453918457,0.020964598283171654,0.019654909148812294,0.02014700323343277,0.9980733394622803,1.007067322731018,0.021193232387304306,0.13168519735336304,0.13542474806308746,0.16339996457099915,0.2888553738594055,0.09802466630935669,0.5283764600753784,0.2139843851327896,0.2888553738594055,after_encoder3,v2d
