module0_boundary_gate_mean,module0_boundary_gate_std,module0_speckle_gate_mean,module0_speckle_gate_std,module0_suppression_ratio,module0_combined_gate_mean,module0_combined_gate_std,module0_local_high_descriptor_mean,module0_local_variance_proxy_mean,module0_multi_scale_consistency_mean,module0_alpha_value,module0_beta_value,module0_channel_gate_mean,module0_channel_gate_std,placement_alpha_value,placement,block_type
1.0029864311218262,0.008475447073578835,0.017981091514229774,0.0027825073339045048,0.9982255697250366,1.0012071132659912,0.008516649715602398,0.17487505078315735,0.1515040546655655,0.1707494556903839,0.26604682207107544,0.09868124127388,0.5069845914840698,0.16803289949893951,0.26604682207107544,after_conv3,v2d
