module0_boundary_gate_mean,module0_boundary_gate_std,module0_speckle_gate_mean,module0_speckle_gate_std,module0_suppression_ratio,module0_combined_gate_mean,module0_combined_gate_std,module0_local_high_descriptor_mean,module0_local_variance_proxy_mean,module0_multi_scale_consistency_mean,module0_alpha_value,module0_beta_value,module0_channel_gate_mean,module0_channel_gate_std,placement_alpha_value,placement,block_type
1.0071783065795898,0.010654058307409286,0.01748352125287056,0.0018273151945322752,0.9982888698577881,1.005455493927002,0.01070480141788721,0.16919171810150146,0.1356228142976761,0.18387584388256073,0.27666452527046204,0.09787196666002274,0.5550575256347656,0.2682306468486786,0.27666452527046204,after_conv4,v2d
