method=U-Net + FA-DCG V1.1, variant=v1_1, seed=2026
protocol=256x256, batch=8, epochs=50, Adam, lr=0.0001, cosine_min_lr=1e-06
epoch=0, train_loss=0.402397, val_miou=0.759695, val_dice=0.778081
epoch=1, train_loss=0.334765, val_miou=0.813411, val_dice=0.843216
epoch=2, train_loss=0.286886, val_miou=0.812738, val_dice=0.844323
epoch=3, train_loss=0.267577, val_miou=0.817466, val_dice=0.848150
epoch=4, train_loss=0.263363, val_miou=0.757643, val_dice=0.800422
epoch=5, train_loss=0.227795, val_miou=0.829832, val_dice=0.856786
epoch=6, train_loss=0.215844, val_miou=0.763378, val_dice=0.804896
epoch=7, train_loss=0.231777, val_miou=0.779134, val_dice=0.815674
epoch=8, train_loss=0.207570, val_miou=0.824339, val_dice=0.850667
epoch=9, train_loss=0.184039, val_miou=0.764350, val_dice=0.805351
epoch=10, train_loss=0.179312, val_miou=0.686592, val_dice=0.742787
epoch=11, train_loss=0.209244, val_miou=0.833853, val_dice=0.864823
epoch=12, train_loss=0.168182, val_miou=0.779612, val_dice=0.821264
epoch=13, train_loss=0.175501, val_miou=0.779528, val_dice=0.819375
epoch=14, train_loss=0.156150, val_miou=0.819579, val_dice=0.852326
epoch=15, train_loss=0.157657, val_miou=0.830853, val_dice=0.861096
epoch=16, train_loss=0.152285, val_miou=0.827416, val_dice=0.858821
epoch=17, train_loss=0.166372, val_miou=0.834159, val_dice=0.864446
epoch=18, train_loss=0.146159, val_miou=0.832654, val_dice=0.861356
epoch=19, train_loss=0.150330, val_miou=0.843610, val_dice=0.871670
epoch=20, train_loss=0.141112, val_miou=0.825078, val_dice=0.857187
epoch=21, train_loss=0.157087, val_miou=0.821718, val_dice=0.852789
epoch=22, train_loss=0.139112, val_miou=0.787797, val_dice=0.827979
epoch=23, train_loss=0.140392, val_miou=0.850291, val_dice=0.878496
epoch=24, train_loss=0.132437, val_miou=0.828043, val_dice=0.860204
epoch=25, train_loss=0.130104, val_miou=0.823689, val_dice=0.856803
epoch=26, train_loss=0.128413, val_miou=0.840436, val_dice=0.870095
epoch=27, train_loss=0.128715, val_miou=0.847283, val_dice=0.876620
epoch=28, train_loss=0.122209, val_miou=0.809289, val_dice=0.845863
epoch=29, train_loss=0.130117, val_miou=0.828292, val_dice=0.860978
epoch=30, train_loss=0.121072, val_miou=0.836709, val_dice=0.867175
epoch=31, train_loss=0.121385, val_miou=0.856473, val_dice=0.882805
epoch=32, train_loss=0.117264, val_miou=0.834674, val_dice=0.866058
epoch=33, train_loss=0.112309, val_miou=0.845322, val_dice=0.875003
epoch=34, train_loss=0.113516, val_miou=0.839356, val_dice=0.869795
epoch=35, train_loss=0.117018, val_miou=0.852369, val_dice=0.879570
epoch=36, train_loss=0.111552, val_miou=0.847564, val_dice=0.876357
epoch=37, train_loss=0.114480, val_miou=0.836699, val_dice=0.867491
epoch=38, train_loss=0.111904, val_miou=0.828960, val_dice=0.862734
epoch=39, train_loss=0.111591, val_miou=0.851751, val_dice=0.880358
epoch=40, train_loss=0.111630, val_miou=0.851313, val_dice=0.879313
epoch=41, train_loss=0.110098, val_miou=0.855261, val_dice=0.882765
epoch=42, train_loss=0.107195, val_miou=0.842904, val_dice=0.873382
epoch=43, train_loss=0.106140, val_miou=0.849105, val_dice=0.877756
epoch=44, train_loss=0.107527, val_miou=0.847983, val_dice=0.875928
epoch=45, train_loss=0.108149, val_miou=0.852701, val_dice=0.881302
epoch=46, train_loss=0.107640, val_miou=0.849870, val_dice=0.878626
epoch=47, train_loss=0.106960, val_miou=0.846889, val_dice=0.876375
epoch=48, train_loss=0.105549, val_miou=0.843398, val_dice=0.873686
epoch=49, train_loss=0.105898, val_miou=0.849452, val_dice=0.878583
selected_best_epoch=31, val_miou=0.856473, val_dice=0.882805, test_miou=0.879836, test_dice=0.895006
