method=U-Net + FA-DCG V1.1, variant=v1_1, seed=2029
protocol=256x256, batch=8, epochs=50, Adam, lr=0.0001, cosine_min_lr=1e-06
epoch=0, train_loss=0.399231, val_miou=0.808480, val_dice=0.838583
epoch=1, train_loss=0.322976, val_miou=0.792885, val_dice=0.826067
epoch=2, train_loss=0.285593, val_miou=0.769808, val_dice=0.790346
epoch=3, train_loss=0.270539, val_miou=0.783841, val_dice=0.807470
epoch=4, train_loss=0.239608, val_miou=0.760735, val_dice=0.802762
epoch=5, train_loss=0.215034, val_miou=0.690556, val_dice=0.746111
epoch=6, train_loss=0.229078, val_miou=0.762376, val_dice=0.804974
epoch=7, train_loss=0.209511, val_miou=0.823224, val_dice=0.854890
epoch=8, train_loss=0.200204, val_miou=0.819237, val_dice=0.851535
epoch=9, train_loss=0.194762, val_miou=0.822584, val_dice=0.852939
epoch=10, train_loss=0.171041, val_miou=0.812836, val_dice=0.841648
epoch=11, train_loss=0.177508, val_miou=0.727165, val_dice=0.777264
epoch=12, train_loss=0.171631, val_miou=0.781391, val_dice=0.803683
epoch=13, train_loss=0.180571, val_miou=0.811682, val_dice=0.846386
epoch=14, train_loss=0.158771, val_miou=0.736541, val_dice=0.785033
epoch=15, train_loss=0.156285, val_miou=0.838759, val_dice=0.867304
epoch=16, train_loss=0.145044, val_miou=0.805759, val_dice=0.842391
epoch=17, train_loss=0.158231, val_miou=0.822349, val_dice=0.855168
epoch=18, train_loss=0.153068, val_miou=0.791301, val_dice=0.830550
epoch=19, train_loss=0.158780, val_miou=0.799426, val_dice=0.834295
epoch=20, train_loss=0.142912, val_miou=0.832420, val_dice=0.862878
epoch=21, train_loss=0.133454, val_miou=0.815856, val_dice=0.850064
epoch=22, train_loss=0.133285, val_miou=0.811962, val_dice=0.847096
epoch=23, train_loss=0.132739, val_miou=0.839101, val_dice=0.868883
epoch=24, train_loss=0.125776, val_miou=0.822439, val_dice=0.855791
epoch=25, train_loss=0.138445, val_miou=0.821638, val_dice=0.854896
epoch=26, train_loss=0.123370, val_miou=0.772049, val_dice=0.814462
epoch=27, train_loss=0.121033, val_miou=0.817458, val_dice=0.851894
epoch=28, train_loss=0.127897, val_miou=0.814717, val_dice=0.849501
epoch=29, train_loss=0.130001, val_miou=0.810079, val_dice=0.846017
epoch=30, train_loss=0.123671, val_miou=0.837932, val_dice=0.869685
epoch=31, train_loss=0.117703, val_miou=0.813681, val_dice=0.849426
epoch=32, train_loss=0.120920, val_miou=0.834244, val_dice=0.865805
epoch=33, train_loss=0.114536, val_miou=0.808841, val_dice=0.845814
epoch=34, train_loss=0.116482, val_miou=0.836711, val_dice=0.868699
epoch=35, train_loss=0.112912, val_miou=0.834509, val_dice=0.866248
epoch=36, train_loss=0.110461, val_miou=0.804305, val_dice=0.842817
epoch=37, train_loss=0.116061, val_miou=0.850828, val_dice=0.879706
epoch=38, train_loss=0.109817, val_miou=0.841569, val_dice=0.872407
epoch=39, train_loss=0.108562, val_miou=0.846826, val_dice=0.876380
epoch=40, train_loss=0.106699, val_miou=0.848721, val_dice=0.877885
epoch=41, train_loss=0.108481, val_miou=0.846075, val_dice=0.876183
epoch=42, train_loss=0.104706, val_miou=0.833932, val_dice=0.866724
epoch=43, train_loss=0.108533, val_miou=0.826434, val_dice=0.860503
epoch=44, train_loss=0.104103, val_miou=0.846376, val_dice=0.875902
epoch=45, train_loss=0.108312, val_miou=0.842281, val_dice=0.873250
epoch=46, train_loss=0.104787, val_miou=0.851524, val_dice=0.879522
epoch=47, train_loss=0.103627, val_miou=0.842837, val_dice=0.873321
epoch=48, train_loss=0.102863, val_miou=0.851061, val_dice=0.880339
epoch=49, train_loss=0.101419, val_miou=0.842853, val_dice=0.873230
selected_best_epoch=46, val_miou=0.851524, val_dice=0.879522, test_miou=0.878032, test_dice=0.894573
