method=FCN + FA-DCG V1.1, variant=v1_1, seed=42
protocol=256x256, batch=8, epochs=50, Adam, lr=0.0001, cosine_min_lr=1e-06
epoch=0, train_loss=0.410908, val_miou=0.751425, val_dice=0.784286
epoch=1, train_loss=0.346652, val_miou=0.758851, val_dice=0.787467
epoch=2, train_loss=0.351810, val_miou=0.764103, val_dice=0.794153
epoch=3, train_loss=0.334322, val_miou=0.753401, val_dice=0.778762
epoch=4, train_loss=0.306697, val_miou=0.729576, val_dice=0.748817
epoch=5, train_loss=0.308225, val_miou=0.767472, val_dice=0.797470
epoch=6, train_loss=0.276712, val_miou=0.760980, val_dice=0.788094
epoch=7, train_loss=0.265901, val_miou=0.770749, val_dice=0.802411
epoch=8, train_loss=0.249469, val_miou=0.779425, val_dice=0.807118
epoch=9, train_loss=0.241043, val_miou=0.772983, val_dice=0.800713
epoch=10, train_loss=0.244117, val_miou=0.766592, val_dice=0.788861
epoch=11, train_loss=0.239406, val_miou=0.784756, val_dice=0.811570
epoch=12, train_loss=0.229522, val_miou=0.785854, val_dice=0.817501
epoch=13, train_loss=0.217010, val_miou=0.782613, val_dice=0.811905
epoch=14, train_loss=0.215378, val_miou=0.717027, val_dice=0.761592
epoch=15, train_loss=0.213431, val_miou=0.776730, val_dice=0.807106
epoch=16, train_loss=0.204573, val_miou=0.795340, val_dice=0.820640
epoch=17, train_loss=0.220871, val_miou=0.789826, val_dice=0.818870
epoch=18, train_loss=0.210648, val_miou=0.668789, val_dice=0.724581
epoch=19, train_loss=0.195441, val_miou=0.759794, val_dice=0.793758
epoch=20, train_loss=0.194081, val_miou=0.788406, val_dice=0.817384
epoch=21, train_loss=0.189167, val_miou=0.796304, val_dice=0.827306
epoch=22, train_loss=0.186036, val_miou=0.785251, val_dice=0.819926
epoch=23, train_loss=0.183888, val_miou=0.791822, val_dice=0.826677
epoch=24, train_loss=0.174933, val_miou=0.801694, val_dice=0.832445
epoch=25, train_loss=0.177375, val_miou=0.797570, val_dice=0.825891
epoch=26, train_loss=0.177667, val_miou=0.809159, val_dice=0.837128
epoch=27, train_loss=0.174519, val_miou=0.799258, val_dice=0.830168
epoch=28, train_loss=0.170757, val_miou=0.796109, val_dice=0.826087
epoch=29, train_loss=0.167130, val_miou=0.804043, val_dice=0.836121
epoch=30, train_loss=0.166815, val_miou=0.755322, val_dice=0.796479
epoch=31, train_loss=0.171700, val_miou=0.805319, val_dice=0.834705
epoch=32, train_loss=0.161514, val_miou=0.811271, val_dice=0.841466
epoch=33, train_loss=0.158639, val_miou=0.796489, val_dice=0.829529
epoch=34, train_loss=0.159887, val_miou=0.812022, val_dice=0.840235
epoch=35, train_loss=0.159861, val_miou=0.815063, val_dice=0.844777
epoch=36, train_loss=0.156705, val_miou=0.815206, val_dice=0.844202
epoch=37, train_loss=0.153684, val_miou=0.815723, val_dice=0.846196
epoch=38, train_loss=0.156718, val_miou=0.816580, val_dice=0.843783
epoch=39, train_loss=0.151724, val_miou=0.812100, val_dice=0.840204
epoch=40, train_loss=0.149805, val_miou=0.814088, val_dice=0.843824
epoch=41, train_loss=0.151781, val_miou=0.808770, val_dice=0.838859
epoch=42, train_loss=0.148607, val_miou=0.813189, val_dice=0.842755
epoch=43, train_loss=0.152177, val_miou=0.816067, val_dice=0.845103
epoch=44, train_loss=0.147403, val_miou=0.817509, val_dice=0.845644
epoch=45, train_loss=0.149791, val_miou=0.817019, val_dice=0.846021
epoch=46, train_loss=0.148039, val_miou=0.817176, val_dice=0.847209
epoch=47, train_loss=0.145239, val_miou=0.814905, val_dice=0.843925
epoch=48, train_loss=0.147193, val_miou=0.816089, val_dice=0.846056
epoch=49, train_loss=0.148155, val_miou=0.813835, val_dice=0.843991
selected_best_epoch=44, val_miou=0.817509, val_dice=0.845644, test_miou=0.817411, test_dice=0.831165
