method=FCN + FA-DCG V1.1, variant=v1_1, seed=2029
protocol=256x256, batch=8, epochs=50, Adam, lr=0.0001, cosine_min_lr=1e-06
epoch=0, train_loss=0.410743, val_miou=0.526090, val_dice=0.416983
epoch=1, train_loss=0.365393, val_miou=0.745633, val_dice=0.772853
epoch=2, train_loss=0.337664, val_miou=0.716481, val_dice=0.727864
epoch=3, train_loss=0.325715, val_miou=0.702883, val_dice=0.708178
epoch=4, train_loss=0.305837, val_miou=0.705927, val_dice=0.752857
epoch=5, train_loss=0.281776, val_miou=0.442049, val_dice=0.564099
epoch=6, train_loss=0.295420, val_miou=0.727976, val_dice=0.763703
epoch=7, train_loss=0.267056, val_miou=0.741485, val_dice=0.778216
epoch=8, train_loss=0.263652, val_miou=0.770389, val_dice=0.797032
epoch=9, train_loss=0.257526, val_miou=0.739326, val_dice=0.763329
epoch=10, train_loss=0.237393, val_miou=0.757585, val_dice=0.780393
epoch=11, train_loss=0.241111, val_miou=0.752921, val_dice=0.791730
epoch=12, train_loss=0.230653, val_miou=0.769721, val_dice=0.794057
epoch=13, train_loss=0.228778, val_miou=0.783985, val_dice=0.814948
epoch=14, train_loss=0.224455, val_miou=0.711762, val_dice=0.749739
epoch=15, train_loss=0.221506, val_miou=0.768173, val_dice=0.801263
epoch=16, train_loss=0.199823, val_miou=0.746609, val_dice=0.785789
epoch=17, train_loss=0.214372, val_miou=0.791429, val_dice=0.821909
epoch=18, train_loss=0.205897, val_miou=0.758706, val_dice=0.786241
epoch=19, train_loss=0.204541, val_miou=0.778302, val_dice=0.811069
epoch=20, train_loss=0.196767, val_miou=0.777494, val_dice=0.813658
epoch=21, train_loss=0.189330, val_miou=0.788494, val_dice=0.820414
epoch=22, train_loss=0.189313, val_miou=0.767808, val_dice=0.801677
epoch=23, train_loss=0.183628, val_miou=0.789810, val_dice=0.818783
epoch=24, train_loss=0.174596, val_miou=0.784586, val_dice=0.815987
epoch=25, train_loss=0.184515, val_miou=0.797086, val_dice=0.825145
epoch=26, train_loss=0.177444, val_miou=0.789396, val_dice=0.818588
epoch=27, train_loss=0.169185, val_miou=0.786195, val_dice=0.818112
epoch=28, train_loss=0.172818, val_miou=0.790256, val_dice=0.817082
epoch=29, train_loss=0.172667, val_miou=0.786384, val_dice=0.819667
epoch=30, train_loss=0.170143, val_miou=0.809049, val_dice=0.837221
epoch=31, train_loss=0.167635, val_miou=0.786876, val_dice=0.818441
epoch=32, train_loss=0.164721, val_miou=0.814891, val_dice=0.843966
epoch=33, train_loss=0.165776, val_miou=0.807384, val_dice=0.834681
epoch=34, train_loss=0.166540, val_miou=0.806067, val_dice=0.836211
epoch=35, train_loss=0.160234, val_miou=0.794630, val_dice=0.826736
epoch=36, train_loss=0.158688, val_miou=0.795154, val_dice=0.828048
epoch=37, train_loss=0.156020, val_miou=0.805052, val_dice=0.835255
epoch=38, train_loss=0.154999, val_miou=0.808466, val_dice=0.835748
epoch=39, train_loss=0.154974, val_miou=0.816463, val_dice=0.844637
epoch=40, train_loss=0.152835, val_miou=0.813927, val_dice=0.842314
epoch=41, train_loss=0.147694, val_miou=0.812544, val_dice=0.842223
epoch=42, train_loss=0.148630, val_miou=0.808595, val_dice=0.838390
epoch=43, train_loss=0.150895, val_miou=0.811937, val_dice=0.841065
epoch=44, train_loss=0.150286, val_miou=0.815199, val_dice=0.844052
epoch=45, train_loss=0.150936, val_miou=0.812446, val_dice=0.842279
epoch=46, train_loss=0.149472, val_miou=0.814341, val_dice=0.842382
epoch=47, train_loss=0.144030, val_miou=0.811516, val_dice=0.840962
epoch=48, train_loss=0.146941, val_miou=0.814120, val_dice=0.843337
epoch=49, train_loss=0.145982, val_miou=0.813392, val_dice=0.842467
selected_best_epoch=39, val_miou=0.816463, val_dice=0.844637, test_miou=0.820464, test_dice=0.834846
