branch_weights_mean,small_dilation_weight,large_dilation_weight,gate_mean,gate_std,alpha_value,d_cont_mean,d_cont_min,d_cont_max,beta_mean
0.687143;0.209302;0.075971;0.027583,0.8964458703994751,0.10355420410633087,0.5225628018379211,0.028485553339123726,0.5874655246734619,1.0530446767807007,1.0492364168167114,1.0557007789611816,1.012861728668213
