branch_weights_mean,small_dilation_weight,large_dilation_weight,gate_mean,gate_std,alpha_value,d_cont_mean,d_cont_min,d_cont_max,beta_mean
0.687116;0.209262;0.076032;0.027589,0.8963782787322998,0.1036217138171196,0.521496593952179,0.029617689549922943,0.5924896001815796,1.0530513525009155,1.0487979650497437,1.055201768875122,1.0125038623809814
