branch_weights_mean,small_dilation_weight,large_dilation_weight,gate_mean,gate_std,alpha_value,d_cont_mean,d_cont_min,d_cont_max,beta_mean
0.646564;0.232153;0.088224;0.033060,0.8787165880203247,0.1212833821773529,0.5312935709953308,0.02206638641655445,0.6468628644943237,1.0556447505950928,1.0527398586273193,1.0596972703933716,0.9684703350067139
