branch_weights_mean,small_dilation_weight,large_dilation_weight,gate_mean,gate_std,alpha_value,d_cont_mean,d_cont_min,d_cont_max,beta_mean
0.649900;0.230186;0.087232;0.032682,0.8800860643386841,0.11991392076015472,0.5245314240455627,0.021738439798355103,0.6521387696266174,1.0554606914520264,1.0527366399765015,1.0593602657318115,0.9720938801765442
