branch_weights_mean,small_dilation_weight,large_dilation_weight,gate_mean,gate_std,alpha_value,d_cont_mean,d_cont_min,d_cont_max,beta_mean
0.685871;0.210102;0.076346;0.027681,0.8959728479385376,0.1040271446108818,0.5220472812652588,0.028676126152276993,0.57194983959198,1.0531525611877441,1.0497732162475586,1.0555979013442993,1.0116397142410278
