method=FCN + FA-DCG V2d, seed=123
epoch=0, train_loss=0.517377, val_miou=0.658341, val_dice=0.752707, infer_ms=1.225
epoch=1, train_loss=0.402733, val_miou=0.663617, val_dice=0.755487, infer_ms=1.148
epoch=2, train_loss=0.389952, val_miou=0.672931, val_dice=0.763540, infer_ms=1.184
epoch=3, train_loss=0.369257, val_miou=0.711740, val_dice=0.806538, infer_ms=1.233
epoch=4, train_loss=0.353296, val_miou=0.728969, val_dice=0.822074, infer_ms=1.173
epoch=5, train_loss=0.330187, val_miou=0.744389, val_dice=0.831377, infer_ms=1.134
epoch=6, train_loss=0.342288, val_miou=0.667146, val_dice=0.777018, infer_ms=1.221
epoch=7, train_loss=0.326996, val_miou=0.696716, val_dice=0.792024, infer_ms=1.204
epoch=8, train_loss=0.306426, val_miou=0.776184, val_dice=0.862626, infer_ms=1.164
epoch=9, train_loss=0.309970, val_miou=0.709355, val_dice=0.800103, infer_ms=1.187
epoch=10, train_loss=0.291088, val_miou=0.768752, val_dice=0.855059, infer_ms=1.164
epoch=11, train_loss=0.299279, val_miou=0.775843, val_dice=0.861608, infer_ms=1.229
epoch=12, train_loss=0.281020, val_miou=0.773147, val_dice=0.859598, infer_ms=1.212
epoch=13, train_loss=0.288575, val_miou=0.641314, val_dice=0.728500, infer_ms=1.168
epoch=14, train_loss=0.273294, val_miou=0.774131, val_dice=0.852070, infer_ms=1.200
epoch=15, train_loss=0.283363, val_miou=0.772022, val_dice=0.849521, infer_ms=1.151
epoch=16, train_loss=0.263945, val_miou=0.790774, val_dice=0.870041, infer_ms=1.123
epoch=17, train_loss=0.257673, val_miou=0.779228, val_dice=0.858835, infer_ms=1.185
epoch=18, train_loss=0.259037, val_miou=0.784915, val_dice=0.864052, infer_ms=1.180
epoch=19, train_loss=0.248671, val_miou=0.800074, val_dice=0.877068, infer_ms=1.222
epoch=20, train_loss=0.251942, val_miou=0.759422, val_dice=0.843833, infer_ms=1.118
epoch=21, train_loss=0.233085, val_miou=0.799088, val_dice=0.873346, infer_ms=1.173
epoch=22, train_loss=0.232884, val_miou=0.796940, val_dice=0.876717, infer_ms=1.233
epoch=23, train_loss=0.241794, val_miou=0.776340, val_dice=0.856329, infer_ms=1.173
epoch=24, train_loss=0.226623, val_miou=0.808119, val_dice=0.881644, infer_ms=1.246
epoch=25, train_loss=0.222196, val_miou=0.797700, val_dice=0.872901, infer_ms=1.131
epoch=26, train_loss=0.212672, val_miou=0.794541, val_dice=0.870866, infer_ms=1.216
epoch=27, train_loss=0.217550, val_miou=0.827278, val_dice=0.896590, infer_ms=1.206
epoch=28, train_loss=0.205381, val_miou=0.824048, val_dice=0.893171, infer_ms=1.293
epoch=29, train_loss=0.207021, val_miou=0.828289, val_dice=0.896172, infer_ms=1.234
epoch=30, train_loss=0.202137, val_miou=0.814658, val_dice=0.886951, infer_ms=1.177
epoch=31, train_loss=0.198888, val_miou=0.832981, val_dice=0.899282, infer_ms=1.131
epoch=32, train_loss=0.198385, val_miou=0.812117, val_dice=0.887521, infer_ms=1.179
epoch=33, train_loss=0.193180, val_miou=0.832694, val_dice=0.899716, infer_ms=1.177
epoch=34, train_loss=0.191711, val_miou=0.812489, val_dice=0.885539, infer_ms=1.101
epoch=35, train_loss=0.193807, val_miou=0.828303, val_dice=0.894541, infer_ms=1.187
epoch=36, train_loss=0.185089, val_miou=0.825855, val_dice=0.893205, infer_ms=1.141
epoch=37, train_loss=0.178672, val_miou=0.829347, val_dice=0.896262, infer_ms=1.185
epoch=38, train_loss=0.183954, val_miou=0.828673, val_dice=0.897869, infer_ms=1.199
epoch=39, train_loss=0.177756, val_miou=0.827218, val_dice=0.894387, infer_ms=1.158
epoch=40, train_loss=0.177925, val_miou=0.835651, val_dice=0.900720, infer_ms=1.128
epoch=41, train_loss=0.174885, val_miou=0.838934, val_dice=0.902957, infer_ms=1.160
epoch=42, train_loss=0.175741, val_miou=0.838206, val_dice=0.902243, infer_ms=1.187
epoch=43, train_loss=0.171598, val_miou=0.843324, val_dice=0.906289, infer_ms=1.176
epoch=44, train_loss=0.170040, val_miou=0.838326, val_dice=0.901989, infer_ms=1.188
epoch=45, train_loss=0.170741, val_miou=0.836068, val_dice=0.900525, infer_ms=1.203
epoch=46, train_loss=0.169316, val_miou=0.837986, val_dice=0.902205, infer_ms=1.225
epoch=47, train_loss=0.170155, val_miou=0.835312, val_dice=0.900457, infer_ms=1.185
epoch=48, train_loss=0.166894, val_miou=0.838327, val_dice=0.902766, infer_ms=1.196
epoch=49, train_loss=0.167484, val_miou=0.840433, val_dice=0.903928, infer_ms=1.099
