backbone,method,variant,params_abs,params_delta_vs_unet,macs_abs,macs_delta_vs_unet,flops_unit,flops_tool,latency_ms_mean,latency_ms_std,fps,device,gpu_name,input_shape,notes
U-Net,U-Net,baseline,31042369,0,54662266880,0,MACs,thop,3.186097,0.249084,313.863638,cuda,NVIDIA GeForce RTX 4090,"[1,1,256,256]",THOP MACs; one multiply-add counted as one MAC
U-Net,U-Net + CBAM,cbam,31173539,131170,54662817280,550400,MACs,thop,3.271202,0.030324,305.698027,cuda,NVIDIA GeForce RTX 4090,"[1,1,256,256]",THOP MACs; one multiply-add counted as one MAC
U-Net,U-Net + FADC-aligned,fadc_aligned,31483786,441417,54682781696,20514816,MACs,thop,4.598140,0.023276,217.479219,cuda,NVIDIA GeForce RTX 4090,"[1,1,256,256]",THOP MACs; one multiply-add counted as one MAC
U-Net,U-Net + SRFG,srfg_v2d_nomsc,31606851,564482,54670918656,8651776,MACs,thop,3.656659,0.090594,273.473718,cuda,NVIDIA GeForce RTX 4090,"[1,1,256,256]",THOP MACs; one multiply-add counted as one MAC
