architecture=fcn, variant=no_msc, seed=123
epoch=0, train_loss=0.506418, val_miou=0.708132, val_dice=0.814745, infer_ms=1.247
epoch=1, train_loss=0.404403, val_miou=0.738323, val_dice=0.831774, infer_ms=1.141
epoch=2, train_loss=0.382843, val_miou=0.653881, val_dice=0.739983, infer_ms=1.104
epoch=3, train_loss=0.373877, val_miou=0.617162, val_dice=0.710507, infer_ms=1.168
epoch=4, train_loss=0.344105, val_miou=0.624421, val_dice=0.712953, infer_ms=1.213
epoch=5, train_loss=0.331761, val_miou=0.739059, val_dice=0.834675, infer_ms=1.144
epoch=6, train_loss=0.348193, val_miou=0.677748, val_dice=0.780793, infer_ms=1.133
epoch=7, train_loss=0.329922, val_miou=0.715931, val_dice=0.807190, infer_ms=1.128
epoch=8, train_loss=0.314427, val_miou=0.730248, val_dice=0.817492, infer_ms=1.182
epoch=9, train_loss=0.304723, val_miou=0.715280, val_dice=0.806598, infer_ms=1.202
epoch=10, train_loss=0.286371, val_miou=0.789782, val_dice=0.870678, infer_ms=1.144
epoch=11, train_loss=0.294323, val_miou=0.752654, val_dice=0.838119, infer_ms=1.218
epoch=12, train_loss=0.275175, val_miou=0.757261, val_dice=0.841444, infer_ms=1.196
epoch=13, train_loss=0.287677, val_miou=0.766831, val_dice=0.850105, infer_ms=1.245
epoch=14, train_loss=0.263370, val_miou=0.786325, val_dice=0.864516, infer_ms=1.157
epoch=15, train_loss=0.277556, val_miou=0.759804, val_dice=0.840047, infer_ms=1.188
epoch=16, train_loss=0.259395, val_miou=0.805145, val_dice=0.879636, infer_ms=1.183
epoch=17, train_loss=0.256204, val_miou=0.815333, val_dice=0.886181, infer_ms=1.208
epoch=18, train_loss=0.254976, val_miou=0.793118, val_dice=0.869969, infer_ms=1.177
epoch=19, train_loss=0.251611, val_miou=0.809219, val_dice=0.885381, infer_ms=1.154
epoch=20, train_loss=0.246446, val_miou=0.759972, val_dice=0.842817, infer_ms=1.182
epoch=21, train_loss=0.231266, val_miou=0.805564, val_dice=0.880148, infer_ms=1.150
epoch=22, train_loss=0.235531, val_miou=0.799129, val_dice=0.877569, infer_ms=1.206
epoch=23, train_loss=0.227608, val_miou=0.784363, val_dice=0.862732, infer_ms=1.246
epoch=24, train_loss=0.224266, val_miou=0.812663, val_dice=0.888495, infer_ms=1.131
epoch=25, train_loss=0.219520, val_miou=0.793201, val_dice=0.871119, infer_ms=1.101
epoch=26, train_loss=0.210737, val_miou=0.796275, val_dice=0.872191, infer_ms=1.211
epoch=27, train_loss=0.211064, val_miou=0.832883, val_dice=0.901985, infer_ms=1.176
epoch=28, train_loss=0.200382, val_miou=0.826121, val_dice=0.894732, infer_ms=1.180
epoch=29, train_loss=0.204207, val_miou=0.828266, val_dice=0.897796, infer_ms=1.106
epoch=30, train_loss=0.203082, val_miou=0.809109, val_dice=0.883582, infer_ms=1.188
epoch=31, train_loss=0.193659, val_miou=0.838655, val_dice=0.903847, infer_ms=1.172
epoch=32, train_loss=0.196286, val_miou=0.826944, val_dice=0.897246, infer_ms=1.216
epoch=33, train_loss=0.189306, val_miou=0.835688, val_dice=0.901694, infer_ms=1.271
epoch=34, train_loss=0.189502, val_miou=0.814753, val_dice=0.886925, infer_ms=1.148
epoch=35, train_loss=0.191016, val_miou=0.836358, val_dice=0.900633, infer_ms=1.198
epoch=36, train_loss=0.181776, val_miou=0.831027, val_dice=0.897680, infer_ms=1.192
epoch=37, train_loss=0.177776, val_miou=0.842695, val_dice=0.906917, infer_ms=1.260
epoch=38, train_loss=0.178154, val_miou=0.841814, val_dice=0.906659, infer_ms=1.091
epoch=39, train_loss=0.176642, val_miou=0.838613, val_dice=0.903460, infer_ms=1.226
epoch=40, train_loss=0.176740, val_miou=0.839030, val_dice=0.904267, infer_ms=1.200
epoch=41, train_loss=0.172416, val_miou=0.843500, val_dice=0.906821, infer_ms=1.250
epoch=42, train_loss=0.171125, val_miou=0.843267, val_dice=0.905581, infer_ms=1.188
epoch=43, train_loss=0.170535, val_miou=0.846960, val_dice=0.909384, infer_ms=1.168
epoch=44, train_loss=0.169210, val_miou=0.845527, val_dice=0.907870, infer_ms=1.191
epoch=45, train_loss=0.169215, val_miou=0.844769, val_dice=0.907018, infer_ms=1.285
epoch=46, train_loss=0.167773, val_miou=0.846386, val_dice=0.908405, infer_ms=1.210
epoch=47, train_loss=0.169237, val_miou=0.844127, val_dice=0.906977, infer_ms=1.245
epoch=48, train_loss=0.165827, val_miou=0.843338, val_dice=0.906477, infer_ms=1.095
epoch=49, train_loss=0.165892, val_miou=0.845144, val_dice=0.907742, infer_ms=1.290
