architecture=unet, variant=no_msc, seed=42
epoch=0, train_loss=0.472603, val_miou=0.769775, val_dice=0.865105, infer_ms=2.866
epoch=1, train_loss=0.399678, val_miou=0.689177, val_dice=0.780998, infer_ms=2.700
epoch=2, train_loss=0.354687, val_miou=0.721487, val_dice=0.806852, infer_ms=2.760
epoch=3, train_loss=0.330683, val_miou=0.747727, val_dice=0.836279, infer_ms=2.536
epoch=4, train_loss=0.324687, val_miou=0.766877, val_dice=0.849596, infer_ms=2.761
epoch=5, train_loss=0.308288, val_miou=0.745605, val_dice=0.835057, infer_ms=2.508
epoch=6, train_loss=0.294990, val_miou=0.783010, val_dice=0.870367, infer_ms=2.526
epoch=7, train_loss=0.287483, val_miou=0.790846, val_dice=0.879075, infer_ms=2.537
epoch=8, train_loss=0.282513, val_miou=0.762692, val_dice=0.843648, infer_ms=2.703
epoch=9, train_loss=0.257018, val_miou=0.814600, val_dice=0.888704, infer_ms=2.619
epoch=10, train_loss=0.263861, val_miou=0.829422, val_dice=0.898063, infer_ms=2.662
epoch=11, train_loss=0.245939, val_miou=0.775617, val_dice=0.855150, infer_ms=2.723
epoch=12, train_loss=0.239246, val_miou=0.815137, val_dice=0.887278, infer_ms=2.653
epoch=13, train_loss=0.235582, val_miou=0.707884, val_dice=0.792100, infer_ms=2.779
epoch=14, train_loss=0.232345, val_miou=0.843075, val_dice=0.907884, infer_ms=2.715
epoch=15, train_loss=0.222124, val_miou=0.832485, val_dice=0.898970, infer_ms=2.672
epoch=16, train_loss=0.220779, val_miou=0.824699, val_dice=0.894040, infer_ms=2.518
epoch=17, train_loss=0.209824, val_miou=0.814120, val_dice=0.884755, infer_ms=2.515
epoch=18, train_loss=0.196908, val_miou=0.836600, val_dice=0.902294, infer_ms=2.507
epoch=19, train_loss=0.197112, val_miou=0.826062, val_dice=0.892363, infer_ms=2.510
epoch=20, train_loss=0.198909, val_miou=0.849226, val_dice=0.911037, infer_ms=2.514
epoch=21, train_loss=0.186021, val_miou=0.837561, val_dice=0.901804, infer_ms=2.515
epoch=22, train_loss=0.177254, val_miou=0.850445, val_dice=0.911850, infer_ms=2.526
epoch=23, train_loss=0.182634, val_miou=0.844625, val_dice=0.905737, infer_ms=2.513
epoch=24, train_loss=0.161017, val_miou=0.871614, val_dice=0.924827, infer_ms=2.514
epoch=25, train_loss=0.174385, val_miou=0.853955, val_dice=0.914004, infer_ms=2.521
epoch=26, train_loss=0.159262, val_miou=0.847904, val_dice=0.911674, infer_ms=2.519
epoch=27, train_loss=0.168294, val_miou=0.834427, val_dice=0.899394, infer_ms=2.524
epoch=28, train_loss=0.156754, val_miou=0.872368, val_dice=0.925927, infer_ms=2.506
epoch=29, train_loss=0.146853, val_miou=0.887384, val_dice=0.934219, infer_ms=2.566
epoch=30, train_loss=0.136851, val_miou=0.871301, val_dice=0.924982, infer_ms=2.547
epoch=31, train_loss=0.142766, val_miou=0.849802, val_dice=0.910222, infer_ms=2.667
epoch=32, train_loss=0.133845, val_miou=0.884536, val_dice=0.933175, infer_ms=2.677
epoch=33, train_loss=0.134508, val_miou=0.883103, val_dice=0.931990, infer_ms=3.266
epoch=34, train_loss=0.125250, val_miou=0.877474, val_dice=0.928877, infer_ms=2.559
epoch=35, train_loss=0.133957, val_miou=0.877724, val_dice=0.928932, infer_ms=2.516
epoch=36, train_loss=0.128420, val_miou=0.879170, val_dice=0.930620, infer_ms=2.523
epoch=37, train_loss=0.124038, val_miou=0.887785, val_dice=0.935742, infer_ms=2.506
epoch=38, train_loss=0.118265, val_miou=0.888316, val_dice=0.935594, infer_ms=2.507
epoch=39, train_loss=0.125558, val_miou=0.884762, val_dice=0.933030, infer_ms=2.576
epoch=40, train_loss=0.116378, val_miou=0.876312, val_dice=0.927475, infer_ms=2.530
epoch=41, train_loss=0.118416, val_miou=0.884725, val_dice=0.933258, infer_ms=2.516
epoch=42, train_loss=0.118198, val_miou=0.886207, val_dice=0.934543, infer_ms=2.689
epoch=43, train_loss=0.114771, val_miou=0.886021, val_dice=0.934095, infer_ms=2.692
epoch=44, train_loss=0.111232, val_miou=0.887606, val_dice=0.934720, infer_ms=2.713
epoch=45, train_loss=0.115388, val_miou=0.886596, val_dice=0.934105, infer_ms=2.680
epoch=46, train_loss=0.112064, val_miou=0.887928, val_dice=0.935544, infer_ms=2.566
epoch=47, train_loss=0.112958, val_miou=0.886913, val_dice=0.934777, infer_ms=2.538
epoch=48, train_loss=0.110657, val_miou=0.886359, val_dice=0.934326, infer_ms=2.504
epoch=49, train_loss=0.110524, val_miou=0.885268, val_dice=0.933692, infer_ms=2.516
