method,variant,seed,source,module_index,module_class,metric,value,notes
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,speckle_gate_std,0.00016789483197499067,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,suppression_ratio,0.9982200860977173,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,combined_gate_mean,0.9982200860977173,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,combined_gate_std,1.6636893633403815e-05,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,local_high_descriptor_mean,0.3197896480560303,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,local_variance_proxy_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,multi_scale_consistency_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,alpha_value,0.5102730989456177,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,beta_value,0.0990876853466034,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,channel_gate_mean,0.48996788263320923,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,channel_gate_std,0.31642407178878784,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,freq_init,random,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,depthwise_weight_mean,-0.0343046635389328,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2027,first_test_batch,1,FADCGV2dAblation,depthwise_weight_std,0.9871717691421509,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,boundary_gate_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,boundary_gate_std,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,speckle_gate_mean,0.018002815544605255,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,speckle_gate_std,0.0004928542184643447,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,suppression_ratio,0.9981865882873535,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,combined_gate_mean,0.9981865882873535,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,combined_gate_std,4.9644935643300414e-05,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,local_high_descriptor_mean,0.2982262372970581,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,local_variance_proxy_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,multi_scale_consistency_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,alpha_value,0.49274197220802307,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,beta_value,0.10072968900203705,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,channel_gate_mean,0.3663359582424164,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,channel_gate_std,0.34476345777511597,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,freq_init,random,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,depthwise_weight_mean,-0.014363491907715797,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,0,FADCGV2dAblation,depthwise_weight_std,0.9933018684387207,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,boundary_gate_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,boundary_gate_std,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,speckle_gate_mean,0.017984576523303986,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,speckle_gate_std,0.00016311822400894016,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,suppression_ratio,0.9982043504714966,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,combined_gate_mean,0.9982043504714966,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,combined_gate_std,1.6285644960589707e-05,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,local_high_descriptor_mean,0.322995662689209,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,local_variance_proxy_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,multi_scale_consistency_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,alpha_value,0.5017625093460083,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,beta_value,0.09984481334686279,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,channel_gate_mean,0.48159143328666687,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,channel_gate_std,0.2784234285354614,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,freq_init,random,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,depthwise_weight_mean,-0.03860367089509964,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2028,first_test_batch,1,FADCGV2dAblation,depthwise_weight_std,1.0216959714889526,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,boundary_gate_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,boundary_gate_std,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,speckle_gate_mean,0.018004771322011948,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,speckle_gate_std,0.0005135548999533057,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,suppression_ratio,0.9981909990310669,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,combined_gate_mean,0.9981909990310669,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,combined_gate_std,5.160052023711614e-05,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,local_high_descriptor_mean,0.2903180718421936,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,local_variance_proxy_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,multi_scale_consistency_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,alpha_value,0.4957786798477173,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,beta_value,0.10047566890716553,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,channel_gate_mean,0.3182983696460724,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,channel_gate_std,0.3386061191558838,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,freq_init,random,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,depthwise_weight_mean,-0.011068717576563358,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,0,FADCGV2dAblation,depthwise_weight_std,1.0025845766067505,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,boundary_gate_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,boundary_gate_std,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,speckle_gate_mean,0.017973080277442932,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,speckle_gate_std,0.0001527258864371106,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,suppression_ratio,0.9982103109359741,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,combined_gate_mean,0.9982103109359741,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,combined_gate_std,1.520734622317832e-05,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,local_high_descriptor_mean,0.29558101296424866,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,local_variance_proxy_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,multi_scale_consistency_mean,NA,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,alpha_value,0.5047671794891357,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,beta_value,0.09957369416952133,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,channel_gate_mean,0.4897107183933258,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,channel_gate_std,0.2561315596103668,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,freq_init,random,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,depthwise_weight_mean,0.02204609289765358,module input diagnostics collected with forward pre-hooks
FCN + V2d-noBoundary-noLocalVar,no_boundary_no_local_var,2029,first_test_batch,1,FADCGV2dAblation,depthwise_weight_std,1.002384066581726,module input diagnostics collected with forward pre-hooks
