method,variant,seed,source,metric,value,notes
U-Net + FADC-SR-branch + SARSpatial-noVar,fadc_sr_branch_sar_spatial_no_var,2026,hybrid_bottleneck_test_sample,spatial_mask_max,0.5,diagnostics from first deterministic test batch
U-Net + FADC-SR-branch + SARSpatial-noVar,fadc_sr_branch_sar_spatial_no_var,2026,hybrid_bottleneck_test_sample,spatial_local_high_mean,0.13178673386573792,diagnostics from first deterministic test batch
U-Net + FADC-SR-branch + SARSpatial-noVar,fadc_sr_branch_sar_spatial_no_var,2026,hybrid_bottleneck_test_sample,spatial_local_var_mean,nan,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,high_frequency_weight_mean,0.16837069392204285,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,high_frequency_weight_std,0.5325785279273987,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,low_frequency_weight_mean,1.9999985694885254,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,low_frequency_weight_std,5.368824531615246e-06,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,adaptive_kernel_low_gate_mean,1.0614299774169922,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,adaptive_kernel_high_gate_mean,1.2652665376663208,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,alpha_value,0.24090704321861267,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,gate_mean,0.70172119140625,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,gate_std,0.3792571723461151,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,branch_weight_mean_d1,4.278493531684191e-11,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,branch_weight_mean_d2,4.844517495494749e-11,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,branch_weight_mean_d3,4.157483038391696e-11,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,branch_weight_mean_d4,1.0,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,small_dilation_weight,9.123010680234245e-11,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,large_dilation_weight,1.0,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,spatial_gamma,0.0,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,spatial_mask_mean,0.5,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,spatial_mask_std,0.0,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,spatial_mask_min,0.5,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,spatial_mask_max,0.5,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,spatial_local_high_mean,nan,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,42,hybrid_bottleneck_test_sample,spatial_local_var_mean,nan,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,high_frequency_weight_mean,1.6657317876815796,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,high_frequency_weight_std,0.7162793278694153,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,low_frequency_weight_mean,1.8163181028651998e-11,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,low_frequency_weight_std,2.1002960481908417e-10,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,adaptive_kernel_low_gate_mean,1.8558461666107178,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,adaptive_kernel_high_gate_mean,1.8127546310424805,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,alpha_value,0.33041566610336304,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,gate_mean,0.77545166015625,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,gate_std,0.3475358784198761,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,branch_weight_mean_d1,0.8435485363006592,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,branch_weight_mean_d2,0.12438219040632248,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,branch_weight_mean_d3,0.03133294731378555,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,branch_weight_mean_d4,0.000736348913051188,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,small_dilation_weight,0.9679307341575623,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,large_dilation_weight,0.03206929564476013,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,spatial_gamma,0.0,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,spatial_mask_mean,0.5,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,spatial_mask_std,0.0,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,spatial_mask_min,0.5,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,spatial_mask_max,0.5,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,spatial_local_high_mean,nan,diagnostics from first deterministic test batch
U-Net + FADC-CBAM-SpatialOnly,fadc_cbam_spatial_only,123,hybrid_bottleneck_test_sample,spatial_local_var_mean,nan,diagnostics from first deterministic test batch
