method=U-Net + V2d after encoder3, seed=2024, alpha_init=0.25
epoch=0, train_loss=0.426186, val_miou=0.756800, val_dice=0.845515, infer_ms=2.963
epoch=1, train_loss=0.361892, val_miou=0.583187, val_dice=0.657369, infer_ms=3.112
epoch=2, train_loss=0.345443, val_miou=0.772624, val_dice=0.868741, infer_ms=3.093
epoch=3, train_loss=0.312299, val_miou=0.781789, val_dice=0.869666, infer_ms=3.035
epoch=4, train_loss=0.299400, val_miou=0.703565, val_dice=0.790084, infer_ms=3.000
epoch=5, train_loss=0.290671, val_miou=0.795557, val_dice=0.875424, infer_ms=3.050
epoch=6, train_loss=0.287155, val_miou=0.765376, val_dice=0.869019, infer_ms=3.019
epoch=7, train_loss=0.271265, val_miou=0.827197, val_dice=0.898762, infer_ms=3.059
epoch=8, train_loss=0.256384, val_miou=0.816511, val_dice=0.889745, infer_ms=3.054
epoch=9, train_loss=0.251440, val_miou=0.811818, val_dice=0.883509, infer_ms=3.032
epoch=10, train_loss=0.229155, val_miou=0.824943, val_dice=0.895826, infer_ms=3.043
epoch=11, train_loss=0.245136, val_miou=0.782472, val_dice=0.859285, infer_ms=3.036
epoch=12, train_loss=0.236014, val_miou=0.819739, val_dice=0.890774, infer_ms=3.005
epoch=13, train_loss=0.220162, val_miou=0.755484, val_dice=0.838500, infer_ms=2.925
epoch=14, train_loss=0.221926, val_miou=0.858774, val_dice=0.918628, infer_ms=2.951
epoch=15, train_loss=0.204019, val_miou=0.787501, val_dice=0.867664, infer_ms=2.963
epoch=16, train_loss=0.202127, val_miou=0.843479, val_dice=0.909203, infer_ms=3.044
epoch=17, train_loss=0.193129, val_miou=0.840001, val_dice=0.901672, infer_ms=3.001
epoch=18, train_loss=0.198363, val_miou=0.807261, val_dice=0.880535, infer_ms=2.999
epoch=19, train_loss=0.188896, val_miou=0.839529, val_dice=0.904808, infer_ms=3.000
epoch=20, train_loss=0.177861, val_miou=0.850191, val_dice=0.911390, infer_ms=2.988
epoch=21, train_loss=0.170566, val_miou=0.867260, val_dice=0.923079, infer_ms=3.021
epoch=22, train_loss=0.180118, val_miou=0.805743, val_dice=0.879871, infer_ms=3.082
epoch=23, train_loss=0.173384, val_miou=0.848269, val_dice=0.908869, infer_ms=3.065
epoch=24, train_loss=0.165953, val_miou=0.858356, val_dice=0.918810, infer_ms=3.030
epoch=25, train_loss=0.166358, val_miou=0.864172, val_dice=0.920539, infer_ms=2.989
epoch=26, train_loss=0.151707, val_miou=0.847183, val_dice=0.906742, infer_ms=2.998
epoch=27, train_loss=0.161336, val_miou=0.865312, val_dice=0.922760, infer_ms=2.990
epoch=28, train_loss=0.150958, val_miou=0.877964, val_dice=0.928585, infer_ms=2.985
epoch=29, train_loss=0.150013, val_miou=0.878126, val_dice=0.930104, infer_ms=3.007
epoch=30, train_loss=0.138667, val_miou=0.865514, val_dice=0.922405, infer_ms=3.060
epoch=31, train_loss=0.134233, val_miou=0.872619, val_dice=0.926411, infer_ms=3.041
epoch=32, train_loss=0.137221, val_miou=0.867470, val_dice=0.923980, infer_ms=3.004
epoch=33, train_loss=0.127045, val_miou=0.876462, val_dice=0.929311, infer_ms=3.011
epoch=34, train_loss=0.135062, val_miou=0.882605, val_dice=0.932569, infer_ms=3.025
epoch=35, train_loss=0.128531, val_miou=0.888024, val_dice=0.935248, infer_ms=3.057
epoch=36, train_loss=0.124476, val_miou=0.877099, val_dice=0.929263, infer_ms=3.036
epoch=37, train_loss=0.120763, val_miou=0.881574, val_dice=0.931436, infer_ms=3.013
epoch=38, train_loss=0.121588, val_miou=0.887831, val_dice=0.935407, infer_ms=3.006
epoch=39, train_loss=0.116721, val_miou=0.886542, val_dice=0.934596, infer_ms=3.009
epoch=40, train_loss=0.115844, val_miou=0.879400, val_dice=0.929992, infer_ms=3.013
epoch=41, train_loss=0.114572, val_miou=0.888610, val_dice=0.936217, infer_ms=3.019
epoch=42, train_loss=0.115959, val_miou=0.888444, val_dice=0.935920, infer_ms=2.964
epoch=43, train_loss=0.115176, val_miou=0.886521, val_dice=0.934568, infer_ms=3.046
epoch=44, train_loss=0.108765, val_miou=0.880636, val_dice=0.930370, infer_ms=3.045
epoch=45, train_loss=0.109321, val_miou=0.883566, val_dice=0.932837, infer_ms=3.023
epoch=46, train_loss=0.111021, val_miou=0.888043, val_dice=0.935711, infer_ms=3.036
epoch=47, train_loss=0.110331, val_miou=0.884306, val_dice=0.933083, infer_ms=2.976
epoch=48, train_loss=0.106493, val_miou=0.886468, val_dice=0.934716, infer_ms=3.046
epoch=49, train_loss=0.106813, val_miou=0.886812, val_dice=0.934891, infer_ms=2.981
