method=U-Net + V1.1 after encoder2, seed=2024, alpha_init=0.25
epoch=0, train_loss=0.420010, val_miou=0.730779, val_dice=0.821040, infer_ms=2.864
epoch=1, train_loss=0.360682, val_miou=0.559389, val_dice=0.621823, infer_ms=2.661
epoch=2, train_loss=0.339201, val_miou=0.785266, val_dice=0.866762, infer_ms=2.656
epoch=3, train_loss=0.313818, val_miou=0.776125, val_dice=0.867007, infer_ms=2.648
epoch=4, train_loss=0.300345, val_miou=0.717104, val_dice=0.801679, infer_ms=2.629
epoch=5, train_loss=0.291381, val_miou=0.811140, val_dice=0.885501, infer_ms=2.657
epoch=6, train_loss=0.281532, val_miou=0.785482, val_dice=0.876036, infer_ms=2.681
epoch=7, train_loss=0.261956, val_miou=0.824194, val_dice=0.897163, infer_ms=2.676
epoch=8, train_loss=0.256667, val_miou=0.819819, val_dice=0.892680, infer_ms=2.625
epoch=9, train_loss=0.252156, val_miou=0.794410, val_dice=0.870102, infer_ms=2.681
epoch=10, train_loss=0.227968, val_miou=0.806020, val_dice=0.883045, infer_ms=2.664
epoch=11, train_loss=0.247583, val_miou=0.778213, val_dice=0.857927, infer_ms=2.664
epoch=12, train_loss=0.235565, val_miou=0.832901, val_dice=0.900056, infer_ms=2.627
epoch=13, train_loss=0.219139, val_miou=0.828363, val_dice=0.895335, infer_ms=2.628
epoch=14, train_loss=0.227638, val_miou=0.829877, val_dice=0.898439, infer_ms=2.639
epoch=15, train_loss=0.205692, val_miou=0.835488, val_dice=0.904610, infer_ms=2.633
epoch=16, train_loss=0.200494, val_miou=0.832758, val_dice=0.900491, infer_ms=2.623
epoch=17, train_loss=0.201338, val_miou=0.805809, val_dice=0.877509, infer_ms=2.686
epoch=18, train_loss=0.203254, val_miou=0.825416, val_dice=0.894009, infer_ms=2.674
epoch=19, train_loss=0.189049, val_miou=0.827037, val_dice=0.897237, infer_ms=2.698
epoch=20, train_loss=0.182457, val_miou=0.838428, val_dice=0.905306, infer_ms=2.632
epoch=21, train_loss=0.177277, val_miou=0.859587, val_dice=0.917528, infer_ms=2.661
epoch=22, train_loss=0.189924, val_miou=0.819523, val_dice=0.888302, infer_ms=2.673
epoch=23, train_loss=0.176021, val_miou=0.848606, val_dice=0.908778, infer_ms=2.677
epoch=24, train_loss=0.171039, val_miou=0.861239, val_dice=0.919663, infer_ms=2.643
epoch=25, train_loss=0.167424, val_miou=0.859213, val_dice=0.916746, infer_ms=2.690
epoch=26, train_loss=0.158069, val_miou=0.831524, val_dice=0.895231, infer_ms=2.609
epoch=27, train_loss=0.165758, val_miou=0.868384, val_dice=0.924224, infer_ms=2.646
epoch=28, train_loss=0.159579, val_miou=0.870607, val_dice=0.924135, infer_ms=2.657
epoch=29, train_loss=0.155722, val_miou=0.871289, val_dice=0.925831, infer_ms=2.673
epoch=30, train_loss=0.143325, val_miou=0.861409, val_dice=0.920443, infer_ms=2.657
epoch=31, train_loss=0.139110, val_miou=0.870115, val_dice=0.924361, infer_ms=2.716
epoch=32, train_loss=0.144835, val_miou=0.844299, val_dice=0.908237, infer_ms=2.715
epoch=33, train_loss=0.137909, val_miou=0.869344, val_dice=0.924299, infer_ms=2.684
epoch=34, train_loss=0.137758, val_miou=0.882017, val_dice=0.931513, infer_ms=2.694
epoch=35, train_loss=0.130791, val_miou=0.877118, val_dice=0.928164, infer_ms=2.648
epoch=36, train_loss=0.128471, val_miou=0.869917, val_dice=0.925172, infer_ms=2.672
epoch=37, train_loss=0.127084, val_miou=0.879140, val_dice=0.930193, infer_ms=2.766
epoch=38, train_loss=0.128894, val_miou=0.875527, val_dice=0.927237, infer_ms=2.686
epoch=39, train_loss=0.123418, val_miou=0.876564, val_dice=0.928085, infer_ms=2.830
epoch=40, train_loss=0.123035, val_miou=0.877410, val_dice=0.928306, infer_ms=2.745
epoch=41, train_loss=0.122081, val_miou=0.883370, val_dice=0.933015, infer_ms=2.673
epoch=42, train_loss=0.122464, val_miou=0.881944, val_dice=0.931760, infer_ms=2.755
epoch=43, train_loss=0.119820, val_miou=0.883475, val_dice=0.932308, infer_ms=2.776
epoch=44, train_loss=0.113895, val_miou=0.884065, val_dice=0.932337, infer_ms=2.826
epoch=45, train_loss=0.113476, val_miou=0.884696, val_dice=0.933227, infer_ms=2.784
epoch=46, train_loss=0.115745, val_miou=0.885331, val_dice=0.933787, infer_ms=2.753
epoch=47, train_loss=0.118703, val_miou=0.883767, val_dice=0.932471, infer_ms=2.810
epoch=48, train_loss=0.111723, val_miou=0.881995, val_dice=0.931682, infer_ms=2.679
epoch=49, train_loss=0.113081, val_miou=0.883326, val_dice=0.932487, infer_ms=2.825
