method=FCN + V1.1 after conv4, seed=2024, alpha_init=0.25
epoch=0, train_loss=0.782596, val_miou=0.407311, val_dice=0.634071, infer_ms=1.567
epoch=1, train_loss=0.675069, val_miou=0.382097, val_dice=0.360797, infer_ms=1.252
epoch=2, train_loss=0.624840, val_miou=0.495495, val_dice=0.631407, infer_ms=1.269
epoch=3, train_loss=0.607878, val_miou=0.407610, val_dice=0.426946, infer_ms=1.315
epoch=4, train_loss=0.599862, val_miou=0.512001, val_dice=0.645536, infer_ms=1.293
epoch=5, train_loss=0.591623, val_miou=0.434133, val_dice=0.525252, infer_ms=1.269
epoch=6, train_loss=0.586971, val_miou=0.271920, val_dice=0.008735, infer_ms=1.288
epoch=7, train_loss=0.582488, val_miou=0.483272, val_dice=0.535838, infer_ms=1.235
epoch=8, train_loss=0.557937, val_miou=0.554200, val_dice=0.637012, infer_ms=1.243
epoch=9, train_loss=0.556782, val_miou=0.572978, val_dice=0.687320, infer_ms=1.296
epoch=10, train_loss=0.526117, val_miou=0.528630, val_dice=0.583085, infer_ms=1.256
epoch=11, train_loss=0.521584, val_miou=0.596729, val_dice=0.716661, infer_ms=1.259
epoch=12, train_loss=0.518552, val_miou=0.508670, val_dice=0.574482, infer_ms=1.274
epoch=13, train_loss=0.507455, val_miou=0.583031, val_dice=0.671302, infer_ms=1.292
epoch=14, train_loss=0.511876, val_miou=0.443884, val_dice=0.440560, infer_ms=1.269
epoch=15, train_loss=0.506613, val_miou=0.591016, val_dice=0.689187, infer_ms=1.309
epoch=16, train_loss=0.491264, val_miou=0.592394, val_dice=0.690405, infer_ms=1.301
epoch=17, train_loss=0.486430, val_miou=0.517714, val_dice=0.570885, infer_ms=1.312
epoch=18, train_loss=0.490974, val_miou=0.556778, val_dice=0.639975, infer_ms=1.301
epoch=19, train_loss=0.483257, val_miou=0.543363, val_dice=0.612942, infer_ms=1.299
epoch=20, train_loss=0.476687, val_miou=0.566675, val_dice=0.643149, infer_ms=1.274
epoch=21, train_loss=0.473241, val_miou=0.607390, val_dice=0.707470, infer_ms=1.299
epoch=22, train_loss=0.476110, val_miou=0.594640, val_dice=0.695959, infer_ms=1.289
epoch=23, train_loss=0.467289, val_miou=0.603182, val_dice=0.702259, infer_ms=1.265
epoch=24, train_loss=0.466737, val_miou=0.624914, val_dice=0.741569, infer_ms=1.264
epoch=25, train_loss=0.462639, val_miou=0.632182, val_dice=0.738456, infer_ms=1.280
epoch=26, train_loss=0.467225, val_miou=0.587910, val_dice=0.682053, infer_ms=1.284
epoch=27, train_loss=0.461244, val_miou=0.619844, val_dice=0.721877, infer_ms=1.293
epoch=28, train_loss=0.455292, val_miou=0.568953, val_dice=0.645684, infer_ms=1.275
epoch=29, train_loss=0.453211, val_miou=0.627731, val_dice=0.732622, infer_ms=1.352
epoch=30, train_loss=0.443213, val_miou=0.637942, val_dice=0.744511, infer_ms=1.312
epoch=31, train_loss=0.442349, val_miou=0.615156, val_dice=0.711404, infer_ms=1.289
epoch=32, train_loss=0.441581, val_miou=0.623671, val_dice=0.722173, infer_ms=1.283
epoch=33, train_loss=0.444122, val_miou=0.637190, val_dice=0.739509, infer_ms=1.311
epoch=34, train_loss=0.436346, val_miou=0.630941, val_dice=0.737380, infer_ms=1.291
epoch=35, train_loss=0.437071, val_miou=0.627116, val_dice=0.734212, infer_ms=1.247
epoch=36, train_loss=0.432175, val_miou=0.640682, val_dice=0.746619, infer_ms=1.334
epoch=37, train_loss=0.430386, val_miou=0.648063, val_dice=0.751513, infer_ms=1.276
epoch=38, train_loss=0.432065, val_miou=0.650335, val_dice=0.752994, infer_ms=1.279
epoch=39, train_loss=0.428980, val_miou=0.628109, val_dice=0.722318, infer_ms=1.293
epoch=40, train_loss=0.423600, val_miou=0.635315, val_dice=0.735546, infer_ms=1.289
epoch=41, train_loss=0.426644, val_miou=0.638820, val_dice=0.737794, infer_ms=1.279
epoch=42, train_loss=0.426333, val_miou=0.648175, val_dice=0.754184, infer_ms=1.302
epoch=43, train_loss=0.420871, val_miou=0.633695, val_dice=0.733441, infer_ms=1.316
epoch=44, train_loss=0.419047, val_miou=0.642041, val_dice=0.746205, infer_ms=1.274
epoch=45, train_loss=0.417434, val_miou=0.640705, val_dice=0.743068, infer_ms=1.248
epoch=46, train_loss=0.420233, val_miou=0.641883, val_dice=0.745114, infer_ms=1.335
epoch=47, train_loss=0.419364, val_miou=0.645262, val_dice=0.748480, infer_ms=1.315
epoch=48, train_loss=0.414012, val_miou=0.651189, val_dice=0.756623, infer_ms=1.277
epoch=49, train_loss=0.415041, val_miou=0.650186, val_dice=0.754279, infer_ms=1.287
