backbone,method,module_type,seed,miou,dice,val_miou,val_dice,test_miou,test_dice,best_epoch,checkpoint_path,status,notes
FCN,FCN,baseline,2026,0.4575977325439453,0.0,0.27742958068847656,0.0,0.4575977325439453,0.0,0,exp/task_008_main_module_table/smoke_hisea1_seed2026/checkpoints/fcn_seed2026_best.pt,completed,trained under task_008 protocol; checkpoint selected by validation mIoU; miou/dice columns are test metrics
FCN,FCN + SRFG,SRFG,2026,0.4513225251669267,0.008773234200743494,0.2859778357994819,0.040160841119955173,0.4513225251669267,0.008773234200743494,0,exp/task_008_main_module_table/smoke_hisea1_seed2026/checkpoints/fcn_srfg_seed2026_best.pt,completed,trained under task_008 protocol; checkpoint selected by validation mIoU; miou/dice columns are test metrics
U-Net,U-Net,baseline,2026,0.21372570057794585,0.20659762178749522,0.5278018479902916,0.694189856407314,0.21372570057794585,0.20659762178749522,0,exp/task_008_main_module_table/smoke_hisea1_seed2026/checkpoints/unet_seed2026_best.pt,completed,trained under task_008 protocol; checkpoint selected by validation mIoU; miou/dice columns are test metrics
U-Net,U-Net + SRFG,SRFG,2026,0.20832466760255605,0.20466333526137626,0.5244119208629721,0.6934483081825851,0.20832466760255605,0.20466333526137626,0,exp/task_008_main_module_table/smoke_hisea1_seed2026/checkpoints/unet_srfg_seed2026_best.pt,completed,trained under task_008 protocol; checkpoint selected by validation mIoU; miou/dice columns are test metrics
